run_id,timestamp,git_sha,dataset,dataset_version,cutoff,as_of,model,feature_set,n_features,validation,train_groups,test_groups,mae,rmse,r2,relative_mae,mae_fold_std,interval_coverage,interval_lower,interval_upper,train_seconds,seed,params
20260924T224927435051-july-ridge-Crop_plus_soil-site,2026-09-24T22:49:27+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,ridge,Crop + soil,33,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,128.314,134.875,-32.4166,1.9062,65.838,0.9014,-273.23,154.67,0.03,42,"{""alpha"": 1.0}"
20260924T224928143933-july-random_forest-Crop_plus_soil-site,2026-09-24T22:49:28+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,random_forest,Crop + soil,33,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.341,61.603,-4.6347,0.7705,27.396,0.902,-110.82,114.95,0.71,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T224931291544-july-hist_gradient_boosting-Crop_plus_soil-site,2026-09-24T22:49:31+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,hist_gradient_boosting,Crop + soil,33,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,49.914,56.553,-3.7363,0.6961,19.583,0.902,-103.97,100.76,3.15,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T224932884409-july-catboost-Crop_plus_soil-site,2026-09-24T22:49:32+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,catboost,Crop + soil,33,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,48.087,54.352,-3.6275,0.7014,24.223,0.9014,-106.25,92.42,1.59,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T224933336551-july-ridge-Crop_plus_weather_plus_soil-site,2026-09-24T22:49:33+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,ridge,Crop + weather + soil,64,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,259.316,263.737,-181.1006,3.0169,206.314,0.9014,-322.97,579.13,0.03,42,"{""alpha"": 1.0}"
20260924T224934086301-july-random_forest-Crop_plus_weather_plus_soil-site,2026-09-24T22:49:34+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,random_forest,Crop + weather + soil,64,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,70.802,75.863,-6.981,0.8995,33.11,0.9014,-118.41,149.32,0.75,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T224937653002-july-hist_gradient_boosting-Crop_plus_weather_plus_soil-site,2026-09-24T22:49:37+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,hist_gradient_boosting,Crop + weather + soil,64,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,80.121,85.108,-9.4372,0.9496,31.786,0.902,-122.06,151.16,3.57,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T224939571713-july-catboost-Crop_plus_weather_plus_soil-site,2026-09-24T22:49:39+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,catboost,Crop + weather + soil,64,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,63.304,68.925,-5.4177,0.8123,23.53,0.902,-107.42,125.43,1.92,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
"20260924T224940161229-july-ridge-All_(plus_timing,_county_history)-site",2026-09-24T22:49:40+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,ridge,"All (+ timing, county history)",68,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,301.58,306.3,-242.7506,3.8182,236.2,0.902,-443.41,635.4,0.04,42,"{""alpha"": 1.0}"
"20260924T224940968044-july-random_forest-All_(plus_timing,_county_history)-site",2026-09-24T22:49:40+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,random_forest,"All (+ timing, county history)",68,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,72.996,77.866,-7.069,0.915,28.111,0.902,-117.77,141.94,0.81,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
"20260924T224946665516-july-hist_gradient_boosting-All_(plus_timing,_county_history)-site",2026-09-24T22:49:46+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,hist_gradient_boosting,"All (+ timing, county history)",68,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,94.905,98.971,-11.1886,1.0625,11.98,0.902,-122.06,152.54,5.7,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
"20260924T224948483850-july-catboost-All_(plus_timing,_county_history)-site",2026-09-24T22:49:48+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,catboost,"All (+ timing, county history)",68,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,59.23,65.015,-4.9269,0.7935,23.848,0.9014,-109.12,114.43,1.82,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T224948972392-july-mean-tuned:_Crop_signals-site,2026-09-24T22:49:48+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,mean,tuned: Crop signals,27,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,58.77,64.575,-5.5914,0.8341,23.233,0.9014,-124.11,88.24,0.0,42,{}
20260924T224948979549-july-mean-tuned:_Crop_signals-plot,2026-09-24T22:49:48+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,mean,tuned: Crop signals,27,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,46.656,54.554,-0.0002,0.4278,1.066,,0.0,0.0,0.0,42,{}
20260924T224948984118-july-mean-tuned:_Crop_signals-field,2026-09-24T22:49:48+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,mean,tuned: Crop signals,27,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,56.684,62.288,-5.2936,0.8232,27.193,,0.0,0.0,0.0,42,{}
20260924T224949772172-july-ridge-tuned:_Crop_signals-site,2026-09-24T22:49:49+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,ridge,tuned: Crop signals,27,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,83.515,88.701,-10.5007,1.0027,49.237,0.9014,-123.76,202.03,0.02,42,"{""alpha"": 898.4461083770095}"
20260924T224949807351-july-ridge-tuned:_Crop_signals-plot,2026-09-24T22:49:49+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,ridge,tuned: Crop signals,27,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,27.107,33.031,0.6334,0.2485,0.596,,0.0,0.0,0.03,42,"{""alpha"": 898.4461083770095}"
20260924T224949834119-july-ridge-tuned:_Crop_signals-field,2026-09-24T22:49:49+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,ridge,tuned: Crop signals,27,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,50.248,56.009,-4.5951,0.7775,28.917,,0.0,0.0,0.02,42,"{""alpha"": 898.4461083770095}"
20260924T225019939489-july-random_forest-tuned:_Crop_signals-site,2026-09-24T22:50:19+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,random_forest,tuned: Crop signals,27,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,52.994,58.166,-4.4097,0.7588,29.073,0.902,-112.25,109.23,0.96,42,"{""bootstrap"": true, ""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""max_features"": 0.7, ""max_samples"": 0.6258092205302889}"
20260924T225021170821-july-random_forest-tuned:_Crop_signals-plot,2026-09-24T22:50:21+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,random_forest,tuned: Crop signals,27,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,17.569,22.996,0.8221,0.1611,0.693,,0.0,0.0,1.23,42,"{""bootstrap"": true, ""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""max_features"": 0.7, ""max_samples"": 0.6258092205302889}"
20260924T225022128005-july-random_forest-tuned:_Crop_signals-field,2026-09-24T22:50:22+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,random_forest,tuned: Crop signals,27,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,44.063,49.459,-3.4726,0.701,26.38,,0.0,0.0,0.95,42,"{""bootstrap"": true, ""n_estimators"": 400, ""max_depth"": 12, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""max_features"": 0.7, ""max_samples"": 0.6258092205302889}"
20260924T225146637718-july-hist_gradient_boosting-tuned:_Crop_signals-site,2026-09-24T22:51:46+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,hist_gradient_boosting,tuned: Crop signals,27,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,44.92,50.508,-3.2734,0.6759,23.758,0.902,-106.37,79.1,2.15,42,"{""learning_rate"": 0.10827682122185907, ""max_iter"": 300, ""max_depth"": null, ""max_leaf_nodes"": 21, ""min_samples_leaf"": 18, ""l2_regularization"": 1.5201554030885167, ""max_features"": 0.8883481509197951}"
20260924T225149462355-july-hist_gradient_boosting-tuned:_Crop_signals-plot,2026-09-24T22:51:49+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,hist_gradient_boosting,tuned: Crop signals,27,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,17.209,22.896,0.8235,0.1578,0.755,,0.0,0.0,2.82,42,"{""learning_rate"": 0.10827682122185907, ""max_iter"": 300, ""max_depth"": null, ""max_leaf_nodes"": 21, ""min_samples_leaf"": 18, ""l2_regularization"": 1.5201554030885167, ""max_features"": 0.8883481509197951}"
20260924T225151571151-july-hist_gradient_boosting-tuned:_Crop_signals-field,2026-09-24T22:51:51+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,hist_gradient_boosting,tuned: Crop signals,27,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,44.136,49.99,-3.232,0.6755,23.013,,0.0,0.0,2.11,42,"{""learning_rate"": 0.10827682122185907, ""max_iter"": 300, ""max_depth"": null, ""max_leaf_nodes"": 21, ""min_samples_leaf"": 18, ""l2_regularization"": 1.5201554030885167, ""max_features"": 0.8883481509197951}"
20260924T225246297288-july-catboost-tuned:_Crop_signals-site,2026-09-24T22:52:46+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,catboost,tuned: Crop signals,27,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.299,51.266,-3.295,0.6723,25.695,0.9014,-102.04,96.44,1.3,42,"{""iterations"": 400, ""learning_rate"": 0.07140035263180303, ""depth"": 6, ""l2_leaf_reg"": 3.1560039845279286, ""min_data_in_leaf"": 13, ""rsm"": 0.7610963741165088}"
20260924T225247929780-july-catboost-tuned:_Crop_signals-plot,2026-09-24T22:52:47+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,catboost,tuned: Crop signals,27,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,16.912,22.378,0.8315,0.1551,0.565,,0.0,0.0,1.63,42,"{""iterations"": 400, ""learning_rate"": 0.07140035263180303, ""depth"": 6, ""l2_leaf_reg"": 3.1560039845279286, ""min_data_in_leaf"": 13, ""rsm"": 0.7610963741165088}"
20260924T225249227139-july-catboost-tuned:_Crop_signals-field,2026-09-24T22:52:49+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,july,07-31,catboost,tuned: Crop signals,27,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,41.786,47.071,-2.8922,0.6513,23.394,,0.0,0.0,1.29,42,"{""iterations"": 400, ""learning_rate"": 0.07140035263180303, ""depth"": 6, ""l2_leaf_reg"": 3.1560039845279286, ""min_data_in_leaf"": 13, ""rsm"": 0.7610963741165088}"
20260924T225257196531-august-ridge-Management_only-site,2026-09-24T22:52:57+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,69.224,74.904,-7.0325,0.8971,15.817,0.902,-120.22,107.86,0.02,42,"{""alpha"": 1.0}"
20260924T225257684396-august-random_forest-Management_only-site,2026-09-24T22:52:57+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,random_forest,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,80.325,88.012,-8.9526,0.9794,11.305,0.902,-124.12,143.16,0.49,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T225259407181-august-hist_gradient_boosting-Management_only-site,2026-09-24T22:52:59+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,hist_gradient_boosting,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,83.219,90.718,-9.7386,1.0286,13.71,0.9014,-139.43,145.01,1.72,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T225259896104-august-catboost-Management_only-site,2026-09-24T22:52:59+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,catboost,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,81.439,88.76,-9.183,0.9981,12.816,0.9014,-129.09,143.51,0.49,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T225259934024-august-ridge-Crop_signals-site,2026-09-24T22:52:59+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,Crop signals,39,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,32.986,39.697,-0.9033,0.3368,14.045,0.902,-30.65,91.87,0.03,42,"{""alpha"": 1.0}"
20260924T225300726100-august-random_forest-Crop_signals-site,2026-09-24T22:53:00+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,random_forest,Crop signals,39,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.433,50.899,-2.8003,0.5849,12.06,0.902,-83.19,73.96,0.79,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T225303794174-august-hist_gradient_boosting-Crop_signals-site,2026-09-24T22:53:03+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,hist_gradient_boosting,Crop signals,39,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,48.546,53.95,-3.7095,0.6521,18.218,0.902,-95.16,76.02,3.07,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T225305770855-august-catboost-Crop_signals-site,2026-09-24T22:53:05+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,catboost,Crop signals,39,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.927,51.89,-3.0505,0.6366,17.658,0.9014,-96.08,85.04,1.98,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T225305811825-august-ridge-Crop_plus_timing-site,2026-09-24T22:53:05+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,Crop + timing,41,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,358.297,362.336,-368.7318,5.3836,307.843,0.902,-707.99,653.32,0.03,42,"{""alpha"": 1.0}"
20260924T225306611030-august-random_forest-Crop_plus_timing-site,2026-09-24T22:53:06+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,random_forest,Crop + timing,41,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.854,51.376,-2.8711,0.5854,12.306,0.9014,-82.88,76.95,0.8,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T225309819167-august-hist_gradient_boosting-Crop_plus_timing-site,2026-09-24T22:53:09+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,hist_gradient_boosting,Crop + timing,41,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.984,51.67,-3.3007,0.623,17.542,0.9014,-94.37,74.06,3.21,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T225311831130-august-catboost-Crop_plus_timing-site,2026-09-24T22:53:11+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,catboost,Crop + timing,41,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.451,51.616,-2.7965,0.6027,14.349,0.9014,-86.35,86.41,2.01,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T225312390734-august-ridge-Crop_plus_weather-site,2026-09-24T22:53:12+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,Crop + weather,72,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,148.335,153.032,-56.3194,2.0166,110.849,0.9014,-254.13,284.25,0.04,42,"{""alpha"": 1.0}"
20260924T225313255802-august-random_forest-Crop_plus_weather-site,2026-09-24T22:53:13+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,random_forest,Crop + weather,72,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.745,51.136,-3.1123,0.629,16.641,0.902,-94.35,68.96,0.86,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T225316721737-august-hist_gradient_boosting-Crop_plus_weather-site,2026-09-24T22:53:16+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,hist_gradient_boosting,Crop + weather,72,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,46.324,51.466,-3.3246,0.6496,18.39,0.902,-98.34,62.86,3.47,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T225318931197-august-catboost-Crop_plus_weather-site,2026-09-24T22:53:18+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,catboost,Crop + weather,72,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,48.579,54.41,-3.4648,0.6678,20.772,0.902,-99.7,99.25,2.21,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T225319254837-august-ridge-Crop_plus_soil-site,2026-09-24T22:53:19+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,Crop + soil,45,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,37.796,44.327,-1.8561,0.5159,15.398,0.902,-84.31,86.13,0.03,42,"{""alpha"": 1.0}"
20260924T225320049959-august-random_forest-Crop_plus_soil-site,2026-09-24T22:53:20+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,random_forest,Crop + soil,45,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.568,51.112,-2.8,0.581,11.529,0.902,-82.21,74.3,0.79,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T225323066361-august-hist_gradient_boosting-Crop_plus_soil-site,2026-09-24T22:53:23+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,hist_gradient_boosting,Crop + soil,45,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,47.233,52.895,-3.3538,0.6244,15.706,0.902,-90.34,75.88,3.02,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T225325099321-august-catboost-Crop_plus_soil-site,2026-09-24T22:53:25+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,catboost,Crop + soil,45,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,44.201,50.081,-2.7687,0.607,15.656,0.9014,-91.8,77.06,2.03,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T225325154175-august-ridge-Crop_plus_weather_plus_soil-site,2026-09-24T22:53:25+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,Crop + weather + soil,80,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,102.435,107.065,-21.3929,1.4416,55.544,0.902,-195.16,146.39,0.04,42,"{""alpha"": 1.0}"
20260924T225326085900-august-random_forest-Crop_plus_weather_plus_soil-site,2026-09-24T22:53:26+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,random_forest,Crop + weather + soil,80,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,46.322,51.705,-3.2503,0.6382,17.25,0.9014,-96.51,68.32,0.93,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T225329450470-august-hist_gradient_boosting-Crop_plus_weather_plus_soil-site,2026-09-24T22:53:29+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,hist_gradient_boosting,Crop + weather + soil,80,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,48.79,53.9,-3.8167,0.6788,19.773,0.902,-100.43,69.76,3.36,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T225331651620-august-catboost-Crop_plus_weather_plus_soil-site,2026-09-24T22:53:31+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,catboost,Crop + weather + soil,80,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,49.07,54.932,-3.5642,0.6843,23.731,0.902,-102.12,103.14,2.2,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
"20260924T225331998618-august-ridge-All_(plus_timing,_county_history)-site",2026-09-24T22:53:31+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,"All (+ timing, county history)",84,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,319.517,322.688,-237.7911,4.4431,211.779,0.9008,-545.24,534.99,0.04,42,"{""alpha"": 1.0}"
"20260924T225332923495-august-random_forest-All_(plus_timing,_county_history)-site",2026-09-24T22:53:32+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,random_forest,"All (+ timing, county history)",84,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.829,51.283,-3.163,0.6338,17.242,0.9014,-95.12,70.44,0.92,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
"20260924T225336585567-august-hist_gradient_boosting-All_(plus_timing,_county_history)-site",2026-09-24T22:53:36+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,hist_gradient_boosting,"All (+ timing, county history)",84,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,46.961,52.143,-3.663,0.6611,21.159,0.9014,-99.9,70.48,3.66,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
"20260924T225338825708-august-catboost-All_(plus_timing,_county_history)-site",2026-09-24T22:53:38+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,catboost,"All (+ timing, county history)",84,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,51.64,57.633,-3.6354,0.6667,19.626,0.902,-94.32,111.12,2.24,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T225339138501-august-mean-tuned:_Crop_signals-site,2026-09-24T22:53:39+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,mean,tuned: Crop signals,39,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,58.77,64.575,-5.5914,0.8341,23.233,0.9014,-124.11,88.24,0.0,42,{}
20260924T225339145934-august-mean-tuned:_Crop_signals-plot,2026-09-24T22:53:39+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,mean,tuned: Crop signals,39,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,46.656,54.554,-0.0002,0.4278,1.066,,0.0,0.0,0.0,42,{}
20260924T225339150735-august-mean-tuned:_Crop_signals-field,2026-09-24T22:53:39+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,mean,tuned: Crop signals,39,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,56.684,62.288,-5.2936,0.8232,27.193,,0.0,0.0,0.0,42,{}
20260924T225340060249-august-ridge-tuned:_Crop_signals-site,2026-09-24T22:53:40+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,tuned: Crop signals,39,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,32.326,39.221,-0.8993,0.3091,16.653,0.902,-27.31,101.45,0.03,42,"{""alpha"": 1.2241215283849372}"
20260924T225340100396-august-ridge-tuned:_Crop_signals-plot,2026-09-24T22:53:40+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,tuned: Crop signals,39,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,17.692,23.348,0.8165,0.1622,0.685,,0.0,0.0,0.04,42,"{""alpha"": 1.2241215283849372}"
20260924T225340131281-august-ridge-tuned:_Crop_signals-field,2026-09-24T22:53:40+00:00,3307d14-dirty,shrestha2024,8b8159f6db44,august,08-31,ridge,tuned: Crop signals,39,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,26.827,33.001,-0.3768,0.2727,7.37,,0.0,0.0,0.03,42,"{""alpha"": 1.2241215283849372}"
