run_id,timestamp,git_sha,dataset,dataset_version,cutoff,as_of,model,feature_set,n_features,validation,train_groups,test_groups,mae,rmse,r2,relative_mae,mae_fold_std,interval_coverage,interval_lower,interval_upper,train_seconds,seed,params
20260924T234532787348-may-ridge-Management_only-site,2026-09-24T23:45:32+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,69.224,74.904,-7.0325,0.8971,15.817,0.902,-120.22,107.86,0.03,42,"{""alpha"": 1.0}"
20260924T234533290369-may-random_forest-Management_only-site,2026-09-24T23:45:33+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,80.325,88.012,-8.9526,0.9794,11.305,0.902,-124.12,143.16,0.5,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234535308718-may-hist_gradient_boosting-Management_only-site,2026-09-24T23:45:35+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,83.219,90.718,-9.7386,1.0286,13.71,0.9014,-139.43,145.01,2.02,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234535877498-may-catboost-Management_only-site,2026-09-24T23:45:35+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,81.439,88.76,-9.183,0.9981,12.816,0.9014,-129.09,143.51,0.57,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234535902678-may-ridge-Crop_plus_timing-site,2026-09-24T23:45:35+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,600.4,604.793,-2008.5363,4.3686,905.239,0.9014,-115.75,2169.91,0.02,42,"{""alpha"": 1.0}"
20260924T234536394893-may-random_forest-Crop_plus_timing-site,2026-09-24T23:45:36+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,73.909,79.9,-7.2281,0.9002,27.067,0.9014,-114.11,145.63,0.49,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234538714580-may-hist_gradient_boosting-Crop_plus_timing-site,2026-09-24T23:45:38+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,71.244,77.481,-6.9057,0.8752,29.334,0.902,-113.33,145.06,2.32,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234539248833-may-catboost-Crop_plus_timing-site,2026-09-24T23:45:39+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,73.808,79.484,-7.3112,0.9167,28.577,0.902,-117.43,144.55,0.53,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234540015843-may-ridge-Crop_plus_weather-site,2026-09-24T23:45:40+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,433.731,438.103,-858.1111,3.8732,562.806,0.9087,0.0,1403.27,0.03,42,"{""alpha"": 1.0}"
20260924T234540548735-may-random_forest-Crop_plus_weather-site,2026-09-24T23:45:40+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,67.699,73.244,-7.0089,0.8641,17.811,0.902,-116.54,101.57,0.53,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234543876110-may-hist_gradient_boosting-Crop_plus_weather-site,2026-09-24T23:45:43+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,90.04,95.274,-10.4903,0.9759,6.379,0.902,-105.37,143.58,3.33,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234544707542-may-catboost-Crop_plus_weather-site,2026-09-24T23:45:44+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,57.771,63.674,-5.2772,0.7935,19.842,0.9014,-114.27,89.71,0.83,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234544973412-may-ridge-Crop_plus_soil-site,2026-09-24T23:45:44+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,126.599,136.652,-53.5281,2.3372,120.838,0.902,-419.14,105.6,0.02,42,"{""alpha"": 1.0}"
20260924T234545487724-may-random_forest-Crop_plus_soil-site,2026-09-24T23:45:45+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.464,62.849,-5.4883,0.8384,27.963,0.902,-130.38,92.15,0.51,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234548111367-may-hist_gradient_boosting-Crop_plus_soil-site,2026-09-24T23:45:48+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.607,63.837,-5.7924,0.8382,28.792,0.9014,-133.39,111.02,2.62,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234548736180-may-catboost-Crop_plus_soil-site,2026-09-24T23:45:48+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.317,62.846,-5.3907,0.8296,26.402,0.902,-128.59,91.12,0.62,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234548945472-may-ridge-Crop_plus_weather_plus_soil-site,2026-09-24T23:45:48+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,365.444,370.844,-673.0497,2.6077,512.906,0.9142,0.0,1255.51,0.03,42,"{""alpha"": 1.0}"
20260924T234549484859-may-random_forest-Crop_plus_weather_plus_soil-site,2026-09-24T23:45:49+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,65.723,71.387,-6.624,0.8618,18.159,0.902,-119.08,99.33,0.54,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234552820364-may-hist_gradient_boosting-Crop_plus_weather_plus_soil-site,2026-09-24T23:45:52+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,90.341,95.318,-10.6946,0.9935,5.974,0.9014,-106.89,140.36,3.33,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234553716286-may-catboost-Crop_plus_weather_plus_soil-site,2026-09-24T23:45:53+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,61.704,67.262,-6.1536,0.8471,22.161,0.902,-120.02,92.35,0.9,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
"20260924T234553989013-may-ridge-All_(plus_timing,_county_history)-site",2026-09-24T23:45:53+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,"All (+ timing, county history)",40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,350.699,355.97,-621.0056,2.4771,493.063,0.9014,-57.79,1206.14,0.03,42,"{""alpha"": 1.0}"
"20260924T234554504658-may-random_forest-All_(plus_timing,_county_history)-site",2026-09-24T23:45:54+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,"All (+ timing, county history)",40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,64.393,70.04,-6.2283,0.8406,17.009,0.902,-116.32,99.85,0.52,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
"20260924T234557926639-may-hist_gradient_boosting-All_(plus_timing,_county_history)-site",2026-09-24T23:45:57+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,"All (+ timing, county history)",40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,90.389,95.42,-10.6862,0.9885,6.224,0.902,-106.74,140.87,3.42,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
"20260924T234558836792-may-catboost-All_(plus_timing,_county_history)-site",2026-09-24T23:45:58+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,"All (+ timing, county history)",40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,59.038,64.71,-5.5332,0.8162,20.898,0.902,-116.58,90.48,0.91,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234559088678-may-mean-tuned:_Crop_plus_weather-site,2026-09-24T23:45:59+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,mean,tuned: Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,58.77,64.575,-5.5914,0.8341,23.233,0.9014,-124.11,88.24,0.0,42,{}
20260924T234559095979-may-mean-tuned:_Crop_plus_weather-plot,2026-09-24T23:45:59+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,mean,tuned: Crop + weather,28,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,46.656,54.554,-0.0002,0.4278,1.066,,0.0,0.0,0.0,42,{}
20260924T234559100588-may-mean-tuned:_Crop_plus_weather-field,2026-09-24T23:45:59+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,mean,tuned: Crop + weather,28,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,56.684,62.288,-5.2936,0.8232,27.193,,0.0,0.0,0.0,42,{}
20260924T234559823106-may-ridge-tuned:_Crop_plus_weather-site,2026-09-24T23:45:59+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,tuned: Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,149.767,154.624,-80.6862,1.3734,159.916,0.902,-110.96,427.26,0.02,42,"{""alpha"": 958.7479255847703}"
20260924T234559855691-may-ridge-tuned:_Crop_plus_weather-plot,2026-09-24T23:45:59+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,tuned: Crop + weather,28,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,24.464,30.427,0.6888,0.2243,0.805,,0.0,0.0,0.03,42,"{""alpha"": 958.7479255847703}"
20260924T234559880263-may-ridge-tuned:_Crop_plus_weather-field,2026-09-24T23:45:59+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,ridge,tuned: Crop + weather,28,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,61.72,76.762,-9.1072,0.7938,35.333,,0.0,0.0,0.02,42,"{""alpha"": 958.7479255847703}"
20260924T234610339316-may-random_forest-tuned:_Crop_plus_weather-site,2026-09-24T23:46:10+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,tuned: Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,62.367,68.263,-5.9469,0.8192,17.182,0.902,-115.06,97.14,0.22,42,"{""bootstrap"": false, ""n_estimators"": 150, ""max_depth"": 8, ""min_samples_leaf"": 4, ""min_samples_split"": 22, ""max_features"": 0.5}"
20260924T234610651642-may-random_forest-tuned:_Crop_plus_weather-plot,2026-09-24T23:46:10+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,tuned: Crop + weather,28,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,18.596,23.79,0.8092,0.1705,0.807,,0.0,0.0,0.31,42,"{""bootstrap"": false, ""n_estimators"": 150, ""max_depth"": 8, ""min_samples_leaf"": 4, ""min_samples_split"": 22, ""max_features"": 0.5}"
20260924T234610875365-may-random_forest-tuned:_Crop_plus_weather-field,2026-09-24T23:46:10+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,random_forest,tuned: Crop + weather,28,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,46.841,53.211,-3.9036,0.7137,25.647,,0.0,0.0,0.22,42,"{""bootstrap"": false, ""n_estimators"": 150, ""max_depth"": 8, ""min_samples_leaf"": 4, ""min_samples_split"": 22, ""max_features"": 0.5}"
20260924T234644981751-may-hist_gradient_boosting-tuned:_Crop_plus_weather-site,2026-09-24T23:46:44+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,tuned: Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,69.432,75.196,-7.6577,0.8482,19.845,0.902,-111.49,109.01,0.64,42,"{""learning_rate"": 0.23991375036105814, ""max_iter"": 100, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 17, ""l2_regularization"": 0.08106789068717547, ""max_features"": 0.45392853070408545}"
20260924T234645923651-may-hist_gradient_boosting-tuned:_Crop_plus_weather-plot,2026-09-24T23:46:45+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,tuned: Crop + weather,28,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,17.29,22.708,0.8263,0.1585,0.485,,0.0,0.0,0.94,42,"{""learning_rate"": 0.23991375036105814, ""max_iter"": 100, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 17, ""l2_regularization"": 0.08106789068717547, ""max_features"": 0.45392853070408545}"
20260924T234646683799-may-hist_gradient_boosting-tuned:_Crop_plus_weather-field,2026-09-24T23:46:46+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,hist_gradient_boosting,tuned: Crop + weather,28,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,47.684,54.868,-4.0173,0.6997,24.934,,0.0,0.0,0.76,42,"{""learning_rate"": 0.23991375036105814, ""max_iter"": 100, ""max_depth"": null, ""max_leaf_nodes"": 15, ""min_samples_leaf"": 17, ""l2_regularization"": 0.08106789068717547, ""max_features"": 0.45392853070408545}"
20260924T234730942000-may-catboost-tuned:_Crop_plus_weather-site,2026-09-24T23:47:30+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,tuned: Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.811,52.691,-3.8938,0.7101,25.78,0.902,-114.67,77.79,1.71,42,"{""iterations"": 800, ""learning_rate"": 0.28608001335461186, ""depth"": 7, ""l2_leaf_reg"": 1.5491495451355766, ""min_data_in_leaf"": 3, ""rsm"": 0.9944267737011128}"
20260924T234733148683-may-catboost-tuned:_Crop_plus_weather-plot,2026-09-24T23:47:33+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,tuned: Crop + weather,28,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,21.058,27.192,0.7506,0.193,1.016,,0.0,0.0,2.2,42,"{""iterations"": 800, ""learning_rate"": 0.28608001335461186, ""depth"": 7, ""l2_leaf_reg"": 1.5491495451355766, ""min_data_in_leaf"": 3, ""rsm"": 0.9944267737011128}"
20260924T234734873867-may-catboost-tuned:_Crop_plus_weather-field,2026-09-24T23:47:34+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,may,05-31,catboost,tuned: Crop + weather,28,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,44.44,50.462,-3.6503,0.704,26.249,,0.0,0.0,1.72,42,"{""iterations"": 800, ""learning_rate"": 0.28608001335461186, ""depth"": 7, ""l2_leaf_reg"": 1.5491495451355766, ""min_data_in_leaf"": 3, ""rsm"": 0.9944267737011128}"
20260924T234738500801-june-ridge-Management_only-site,2026-09-24T23:47:38+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,ridge,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,69.224,74.904,-7.0325,0.8971,15.817,0.902,-120.22,107.86,0.02,42,"{""alpha"": 1.0}"
20260924T234739025716-june-random_forest-Management_only-site,2026-09-24T23:47:39+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,random_forest,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,80.325,88.012,-8.9526,0.9794,11.305,0.902,-124.12,143.16,0.52,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234741092110-june-hist_gradient_boosting-Management_only-site,2026-09-24T23:47:41+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,hist_gradient_boosting,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,83.219,90.718,-9.7386,1.0286,13.71,0.9014,-139.43,145.01,2.07,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234741591916-june-catboost-Management_only-site,2026-09-24T23:47:41+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,catboost,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,81.439,88.76,-9.183,0.9981,12.816,0.9014,-129.09,143.51,0.5,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234741617982-june-ridge-Crop_plus_timing-site,2026-09-24T23:47:41+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,ridge,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,600.4,604.793,-2008.5363,4.3686,905.239,0.902,-115.75,2169.91,0.02,42,"{""alpha"": 1.0}"
20260924T234742115327-june-random_forest-Crop_plus_timing-site,2026-09-24T23:47:42+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,random_forest,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,73.909,79.9,-7.2281,0.9002,27.067,0.9014,-114.11,145.63,0.5,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234744400019-june-hist_gradient_boosting-Crop_plus_timing-site,2026-09-24T23:47:44+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,hist_gradient_boosting,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,71.244,77.481,-6.9057,0.8752,29.334,0.902,-113.33,145.06,2.28,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234744941805-june-catboost-Crop_plus_timing-site,2026-09-24T23:47:44+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,catboost,Crop + timing,5,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,73.808,79.484,-7.3112,0.9167,28.577,0.902,-117.43,144.55,0.54,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234745695677-june-ridge-Crop_plus_weather-site,2026-09-24T23:47:45+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,ridge,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,351.316,355.558,-615.6609,2.6858,489.218,0.902,-136.08,1199.89,0.03,42,"{""alpha"": 1.0}"
20260924T234746237562-june-random_forest-Crop_plus_weather-site,2026-09-24T23:47:46+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,random_forest,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,65.221,70.982,-6.4294,0.8949,20.801,0.902,-127.37,100.29,0.54,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234749604472-june-hist_gradient_boosting-Crop_plus_weather-site,2026-09-24T23:47:49+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,hist_gradient_boosting,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,63.66,70.46,-6.3709,0.8707,30.352,0.902,-131.24,131.1,3.37,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234750387293-june-catboost-Crop_plus_weather-site,2026-09-24T23:47:50+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,catboost,Crop + weather,28,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,59.488,65.169,-5.5428,0.8386,24.429,0.902,-123.56,98.95,0.78,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234750628159-june-ridge-Crop_plus_soil-site,2026-09-24T23:47:50+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,ridge,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,126.599,136.652,-53.5281,2.3372,120.838,0.902,-419.14,105.6,0.02,42,"{""alpha"": 1.0}"
20260924T234751148334-june-random_forest-Crop_plus_soil-site,2026-09-24T23:47:51+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,random_forest,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.464,62.849,-5.4883,0.8384,27.963,0.902,-130.38,92.15,0.52,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234753876418-june-hist_gradient_boosting-Crop_plus_soil-site,2026-09-24T23:47:53+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,hist_gradient_boosting,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.607,63.837,-5.7924,0.8382,28.792,0.9014,-133.39,111.02,2.73,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234754508000-june-catboost-Crop_plus_soil-site,2026-09-24T23:47:54+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,catboost,Crop + soil,9,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.317,62.846,-5.3907,0.8296,26.402,0.902,-128.59,91.12,0.63,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T234754714717-june-ridge-Crop_plus_weather_plus_soil-site,2026-09-24T23:47:54+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,ridge,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,320.456,325.801,-500.0361,2.55,437.721,0.9014,-134.53,1079.99,0.03,42,"{""alpha"": 1.0}"
20260924T234755242101-june-random_forest-Crop_plus_weather_plus_soil-site,2026-09-24T23:47:55+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,random_forest,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,65.618,71.353,-6.4409,0.9002,21.544,0.9014,-127.79,103.34,0.53,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T234758731062-june-hist_gradient_boosting-Crop_plus_weather_plus_soil-site,2026-09-24T23:47:58+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,hist_gradient_boosting,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,64.367,71.168,-6.4282,0.8682,31.326,0.902,-128.13,138.17,3.49,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T234759597299-june-catboost-Crop_plus_weather_plus_soil-site,2026-09-24T23:47:59+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,june,06-30,catboost,Crop + weather + soil,36,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,58.166,63.934,-5.209,0.8087,20.472,0.902,-117.42,89.4,0.87,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
