run_id,timestamp,git_sha,dataset,dataset_version,cutoff,as_of,model,feature_set,n_features,validation,train_groups,test_groups,mae,rmse,r2,relative_mae,mae_fold_std,interval_coverage,interval_lower,interval_upper,train_seconds,seed,params
20260924T235727150059-august-hist_gradient_boosting-tuned:_Crop_signals-plot,2026-09-24T23:57:27+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,august,08-31,hist_gradient_boosting,tuned: Crop signals,39,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,16.003,21.454,0.8448,0.1467,0.855,,0.0,0.0,6.5,42,"{""learning_rate"": 0.22875106812592597, ""max_iter"": 650, ""max_depth"": null, ""max_leaf_nodes"": 16, ""min_samples_leaf"": 5, ""l2_regularization"": 0.9158156976591857, ""max_features"": 0.43756622517443233}"
20260924T235731675183-august-hist_gradient_boosting-tuned:_Crop_signals-field,2026-09-24T23:57:31+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,august,08-31,hist_gradient_boosting,tuned: Crop signals,39,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,33.852,40.018,-1.2879,0.4553,9.622,,0.0,0.0,4.52,42,"{""learning_rate"": 0.22875106812592597, ""max_iter"": 650, ""max_depth"": null, ""max_leaf_nodes"": 16, ""min_samples_leaf"": 5, ""l2_regularization"": 0.9158156976591857, ""max_features"": 0.43756622517443233}"
20260924T235927396384-august-catboost-tuned:_Crop_signals-site,2026-09-24T23:59:27+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,august,08-31,catboost,tuned: Crop signals,39,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,39.712,45.969,-2.0682,0.5453,15.481,0.902,-85.25,82.37,2.34,42,"{""iterations"": 400, ""learning_rate"": 0.2505818087694852, ""depth"": 7, ""l2_leaf_reg"": 4.240325182184727, ""min_data_in_leaf"": 28, ""rsm"": 0.4908172682085014}"
20260924T235930345849-august-catboost-tuned:_Crop_signals-plot,2026-09-24T23:59:30+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,august,08-31,catboost,tuned: Crop signals,39,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,16.054,21.444,0.8451,0.1472,0.688,,0.0,0.0,2.95,42,"{""iterations"": 400, ""learning_rate"": 0.2505818087694852, ""depth"": 7, ""l2_leaf_reg"": 4.240325182184727, ""min_data_in_leaf"": 28, ""rsm"": 0.4908172682085014}"
20260924T235932699313-august-catboost-tuned:_Crop_signals-field,2026-09-24T23:59:32+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,august,08-31,catboost,tuned: Crop signals,39,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,38.551,43.99,-1.8964,0.5418,14.462,,0.0,0.0,2.35,42,"{""iterations"": 400, ""learning_rate"": 0.2505818087694852, ""depth"": 7, ""l2_leaf_reg"": 4.240325182184727, ""min_data_in_leaf"": 28, ""rsm"": 0.4908172682085014}"
20260924T235948749202-full-ridge-Management_only-site,2026-09-24T23:59:48+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,69.224,74.904,-7.0325,0.8971,15.817,0.902,-120.22,107.86,0.02,42,"{""alpha"": 1.0}"
20260924T235949235129-full-random_forest-Management_only-site,2026-09-24T23:59:49+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,80.325,88.012,-8.9526,0.9794,11.305,0.902,-124.12,143.16,0.49,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T235950972362-full-hist_gradient_boosting-Management_only-site,2026-09-24T23:59:50+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,83.219,90.718,-9.7386,1.0286,13.71,0.9014,-139.43,145.01,1.74,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T235951452426-full-catboost-Management_only-site,2026-09-24T23:59:51+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,Management only,3,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,81.439,88.76,-9.183,0.9981,12.816,0.9014,-129.09,143.51,0.48,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T235951490366-full-ridge-Crop_signals-site,2026-09-24T23:59:51+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,Crop signals,38,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,99.295,106.351,-19.4032,1.4719,69.16,0.902,-210.01,217.88,0.03,42,"{""alpha"": 1.0}"
20260924T235952302163-full-random_forest-Crop_signals-site,2026-09-24T23:59:52+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,Crop signals,38,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.656,62.274,-5.3226,0.7198,21.462,0.902,-96.82,90.24,0.81,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260924T235955274713-full-hist_gradient_boosting-Crop_signals-site,2026-09-24T23:59:55+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,Crop signals,38,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,55.017,60.888,-4.926,0.677,19.195,0.902,-96.23,89.27,2.97,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260924T235957281275-full-catboost-Crop_signals-site,2026-09-24T23:59:57+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,Crop signals,38,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.687,52.032,-3.0393,0.6148,14.332,0.902,-92.03,76.94,2.01,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260924T235957826624-full-ridge-Crop_plus_timing-site,2026-09-24T23:59:57+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,320.966,327.151,-415.6379,3.0668,376.902,0.9014,-114.87,965.06,0.03,42,"{""alpha"": 1.0}"
20260924T235958652840-full-random_forest-Crop_plus_timing-site,2026-09-24T23:59:58+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,63.648,69.531,-5.9054,0.742,15.543,0.9014,-88.78,110.65,0.82,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260925T000001694995-full-hist_gradient_boosting-Crop_plus_timing-site,2026-09-25T00:00:01+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,68.186,73.924,-6.5671,0.7515,23.274,0.902,-89.01,132.16,3.04,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260925T000003695885-full-catboost-Crop_plus_timing-site,2026-09-25T00:00:03+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,43.547,50.512,-2.3384,0.5396,6.308,0.902,-77.34,86.78,2.0,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260925T000004250674-full-ridge-Crop_plus_weather-site,2026-09-25T00:00:04+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,Crop + weather,71,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,179.76,187.475,-56.7167,1.4486,129.552,0.902,-412.21,251.36,0.04,42,"{""alpha"": 1.0}"
20260925T000005095041-full-random_forest-Crop_plus_weather-site,2026-09-25T00:00:05+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,Crop + weather,71,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,70.777,76.244,-7.1546,0.864,20.186,0.9014,-109.66,122.14,0.84,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260925T000008795682-full-hist_gradient_boosting-Crop_plus_weather-site,2026-09-25T00:00:08+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,Crop + weather,71,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,55.418,61.171,-5.3198,0.7152,22.621,0.902,-102.67,84.0,3.7,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260925T000011014378-full-catboost-Crop_plus_weather-site,2026-09-25T00:00:11+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,Crop + weather,71,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,45.079,51.698,-2.8665,0.6152,15.138,0.902,-91.05,84.78,2.22,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260925T000011623657-full-ridge-Crop_plus_soil-site,2026-09-25T00:00:11+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,Crop + soil,44,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,91.26,98.756,-13.0696,1.1016,29.532,0.902,-161.43,144.64,0.03,42,"{""alpha"": 1.0}"
20260925T000012467428-full-random_forest-Crop_plus_soil-site,2026-09-25T00:00:12+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,Crop + soil,44,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,62.596,68.376,-5.9513,0.7644,16.606,0.902,-97.89,99.35,0.84,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260925T000015600073-full-hist_gradient_boosting-Crop_plus_soil-site,2026-09-25T00:00:15+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,Crop + soil,44,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,60.102,67.569,-5.4467,0.6943,14.907,0.902,-87.86,125.53,3.13,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260925T000017614289-full-catboost-Crop_plus_soil-site,2026-09-25T00:00:17+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,Crop + soil,44,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,47.179,53.825,-3.0753,0.6184,12.313,0.902,-89.33,85.8,2.01,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260925T000018177841-full-ridge-Crop_plus_weather_plus_soil-site,2026-09-25T00:00:18+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,Crop + weather + soil,79,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,141.75,148.714,-30.2493,1.3462,79.281,0.902,-316.45,161.45,0.04,42,"{""alpha"": 1.0}"
20260925T000019067521-full-random_forest-Crop_plus_weather_plus_soil-site,2026-09-25T00:00:19+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,Crop + weather + soil,79,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,70.752,76.194,-7.3718,0.8836,21.066,0.9014,-114.18,118.3,0.89,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
20260925T000022596139-full-hist_gradient_boosting-Crop_plus_weather_plus_soil-site,2026-09-25T00:00:22+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,Crop + weather + soil,79,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,56.428,62.161,-5.6222,0.7476,23.867,0.902,-112.2,81.68,3.53,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
20260925T000024862994-full-catboost-Crop_plus_weather_plus_soil-site,2026-09-25T00:00:24+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,Crop + weather + soil,79,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,50.777,57.205,-3.931,0.7072,20.302,0.902,-104.78,95.28,2.27,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
"20260925T000025498673-full-ridge-All_(plus_timing,_county_history)-site",2026-09-25T00:00:25+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,"All (+ timing, county history)",83,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,290.271,295.562,-190.6356,3.1594,190.503,0.9014,-332.41,586.17,0.04,42,"{""alpha"": 1.0}"
"20260925T000026376520-full-random_forest-All_(plus_timing,_county_history)-site",2026-09-25T00:00:26+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,"All (+ timing, county history)",83,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,71.428,76.961,-7.4278,0.8892,18.481,0.9014,-112.89,115.29,0.88,42,"{""n_estimators"": 300, ""min_samples_leaf"": 5, ""max_features"": 0.5}"
"20260925T000029890921-full-hist_gradient_boosting-All_(plus_timing,_county_history)-site",2026-09-25T00:00:29+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,"All (+ timing, county history)",83,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,73.941,79.005,-8.0705,0.882,25.12,0.9014,-112.2,133.23,3.51,42,"{""learning_rate"": 0.05, ""max_iter"": 300}"
"20260925T000032146870-full-catboost-All_(plus_timing,_county_history)-site",2026-09-25T00:00:32+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,"All (+ timing, county history)",83,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,53.486,59.839,-4.3168,0.73,19.227,0.902,-106.83,97.89,2.26,42,"{""iterations"": 500, ""learning_rate"": 0.05, ""depth"": 6}"
20260925T000032755801-full-mean-tuned:_Crop_plus_timing-site,2026-09-25T00:00:32+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,mean,tuned: Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,58.77,64.575,-5.5914,0.8341,23.233,0.9014,-124.11,88.24,0.0,42,{}
20260925T000032764212-full-mean-tuned:_Crop_plus_timing-plot,2026-09-25T00:00:32+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,mean,tuned: Crop + timing,40,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,46.656,54.554,-0.0002,0.4278,1.066,,0.0,0.0,0.0,42,{}
20260925T000032769422-full-mean-tuned:_Crop_plus_timing-field,2026-09-25T00:00:32+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,mean,tuned: Crop + timing,40,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,56.684,62.288,-5.2936,0.8232,27.193,,0.0,0.0,0.0,42,{}
20260925T000033688615-full-ridge-tuned:_Crop_plus_timing-site,2026-09-25T00:00:33+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,tuned: Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,53.494,60.085,-4.212,0.6674,14.237,0.902,-93.93,94.58,0.03,42,"{""alpha"": 958.7479255847703}"
20260925T000033730375-full-ridge-tuned:_Crop_plus_timing-plot,2026-09-25T00:00:33+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,tuned: Crop + timing,40,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,22.42,28.351,0.7298,0.2056,0.672,,0.0,0.0,0.04,42,"{""alpha"": 958.7479255847703}"
20260925T000033761810-full-ridge-tuned:_Crop_plus_timing-field,2026-09-25T00:00:33+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,ridge,tuned: Crop + timing,40,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,40.048,46.18,-2.299,0.5831,16.654,,0.0,0.0,0.03,42,"{""alpha"": 958.7479255847703}"
20260925T000054222424-full-random_forest-tuned:_Crop_plus_timing-site,2026-09-25T00:00:54+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,tuned: Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,58.037,64.358,-4.7349,0.6664,11.167,0.902,-82.14,102.02,0.26,42,"{""bootstrap"": false, ""n_estimators"": 100, ""max_depth"": 12, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""max_features"": ""sqrt""}"
20260925T000054573512-full-random_forest-tuned:_Crop_plus_timing-plot,2026-09-25T00:00:54+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,tuned: Crop + timing,40,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,16.458,21.984,0.8371,0.1509,0.914,,0.0,0.0,0.35,42,"{""bootstrap"": false, ""n_estimators"": 100, ""max_depth"": 12, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""max_features"": ""sqrt""}"
20260925T000054820499-full-random_forest-tuned:_Crop_plus_timing-field,2026-09-25T00:00:54+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,random_forest,tuned: Crop + timing,40,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,39.453,45.37,-2.022,0.5384,15.115,,0.0,0.0,0.24,42,"{""bootstrap"": false, ""n_estimators"": 100, ""max_depth"": 12, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""max_features"": ""sqrt""}"
20260925T000138527533-full-hist_gradient_boosting-tuned:_Crop_plus_timing-site,2026-09-25T00:01:38+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,tuned: Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,51.099,57.637,-3.4216,0.5653,9.397,0.902,-72.84,98.6,1.24,42,"{""learning_rate"": 0.15461651456542655, ""max_iter"": 200, ""max_depth"": null, ""max_leaf_nodes"": 18, ""min_samples_leaf"": 37, ""l2_regularization"": 1.0900791994683698, ""max_features"": 0.3596953683280645}"
20260925T000140258779-full-hist_gradient_boosting-tuned:_Crop_plus_timing-plot,2026-09-25T00:01:40+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,tuned: Crop + timing,40,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,15.688,21.071,0.8502,0.1438,0.767,,0.0,0.0,1.73,42,"{""learning_rate"": 0.15461651456542655, ""max_iter"": 200, ""max_depth"": null, ""max_leaf_nodes"": 18, ""min_samples_leaf"": 37, ""l2_regularization"": 1.0900791994683698, ""max_features"": 0.3596953683280645}"
20260925T000141565691-full-hist_gradient_boosting-tuned:_Crop_plus_timing-field,2026-09-25T00:01:41+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,hist_gradient_boosting,tuned: Crop + timing,40,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,37.048,43.052,-1.5183,0.4677,10.402,,0.0,0.0,1.3,42,"{""learning_rate"": 0.15461651456542655, ""max_iter"": 200, ""max_depth"": null, ""max_leaf_nodes"": 18, ""min_samples_leaf"": 37, ""l2_regularization"": 1.0900791994683698, ""max_features"": 0.3596953683280645}"
20260925T000246524279-full-catboost-tuned:_Crop_plus_timing-site,2026-09-25T00:02:46+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,tuned: Crop + timing,40,leave-one-site-out,Ames;Lincoln;MOValley;Scottsbluff,Ames;Lincoln;MOValley;Scottsbluff,39.598,47.134,-1.7766,0.449,5.202,0.9014,-66.46,90.53,1.86,42,"{""iterations"": 1000, ""learning_rate"": 0.11678928533953238, ""depth"": 5, ""l2_leaf_reg"": 2.9663158297439716, ""min_data_in_leaf"": 1, ""rsm"": 0.3231590687822089}"
20260925T000248817673-full-catboost-tuned:_Crop_plus_timing-plot,2026-09-25T00:02:48+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,tuned: Crop + timing,40,grouped 5-fold by plot,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4;fold5,15.821,21.143,0.8493,0.145,0.709,,0.0,0.0,2.29,42,"{""iterations"": 1000, ""learning_rate"": 0.11678928533953238, ""depth"": 5, ""l2_leaf_reg"": 2.9663158297439716, ""min_data_in_leaf"": 1, ""rsm"": 0.3231590687822089}"
20260925T000250623629-full-catboost-tuned:_Crop_plus_timing-field,2026-09-25T00:02:50+00:00,b890d82-dirty,shrestha2024,7ec6bfeebcbe,full,10-15,catboost,tuned: Crop + timing,40,grouped 4-fold by field,Ames;Lincoln;MOValley;Scottsbluff,fold1;fold2;fold3;fold4,31.71,37.839,-0.9036,0.3978,6.924,,0.0,0.0,1.8,42,"{""iterations"": 1000, ""learning_rate"": 0.11678928533953238, ""depth"": 5, ""l2_leaf_reg"": 2.9663158297439716, ""min_data_in_leaf"": 1, ""rsm"": 0.3231590687822089}"
