site,season,as_of,horizon,n_seasons,ess,bandwidth,method,categories_available,observed,p_adverse,p_typical,p_favorable,c_adverse,c_typical,c_favorable,rps,rps_clim,brier,brier_clim,hit,hit_clim,crps_precip_mm,crps_clim_precip_mm,crps_gdd,crps_clim_gdd,crps_kdd_29c,crps_clim_kdd_29c,crps_heat_days,crps_clim_heat_days,crps_water_deficit_mm,crps_clim_water_deficit_mm
Ames,2018,07-15,30,5,2.8132006867911463,1.25,historical_analogs,True,2,0.2008441970301157,0.23549413489618284,0.5636616680737014,0.4,0.2,0.4,0.11536476569444831,0.26000000000000006,0.2861870189593982,0.56,1.0,0.5,15.332332184874073,15.296799999999998,15.53225892561953,9.539640000000007,2.627268966495811,3.184854633126978,0.452871933256413,0.20000000000000007,18.6777615994217,15.4521287198165
Ames,2018,07-15,60,5,2.8132006867911463,1.25,historical_analogs,True,2,0.2008441970301157,0.23549413489618284,0.5636616680737014,0.4,0.2,0.4,0.11536476569444831,0.26000000000000006,0.2861870189593982,0.56,1.0,0.5,173.43386168404206,158.73080000000002,27.635339670321606,22.445639999999976,11.64471326671,7.951053621904677,2.4357220337907797,0.9199999999999999,183.2059004611263,166.90852506239526
Ames,2018,07-15,90,5,2.8132006867911463,1.25,historical_analogs,True,2,0.2008441970301157,0.23549413489618284,0.5636616680737014,0.4,0.2,0.4,0.11536476569444831,0.26000000000000006,0.2861870189593982,0.56,1.0,0.5,232.77092784040215,220.936,113.0109311503798,51.64703999999999,10.216289946616465,6.130036376079427,2.4357220337907797,0.9199999999999999,248.7211806779004,236.18662174067728
Ames,2018,07-15,season,5,2.8132006867911463,1.25,historical_analogs,True,2,0.2008441970301157,0.23549413489618284,0.5636616680737014,0.4,0.2,0.4,0.11536476569444831,0.26000000000000006,0.2861870189593982,0.56,1.0,0.5,236.07072614660336,224.324,119.29059024143933,57.06648000000001,10.216289946616465,6.130036376079427,2.4357220337907797,0.9199999999999999,252.16364821743477,240.1596024329816
Ames,2018,08-01,30,5,2.7585179945913403,1.0,historical_analogs,True,2,0.18417384427646266,0.011325018684384206,0.804501137039153,0.4,0.2,0.4,0.03606990516727735,0.26000000000000006,0.07226806638275639,0.56,1.0,0.5,53.75906307908696,70.3372,10.375728232178759,8.825400000000037,5.153311061753467,3.3801682145405336,0.5827404038665068,0.76,59.21537536049513,74.13983363138331
Ames,2018,08-01,60,5,2.7585179945913403,1.0,historical_analogs,True,2,0.18417384427646266,0.011325018684384206,0.804501137039153,0.4,0.2,0.4,0.03606990516727735,0.26000000000000006,0.07226806638275639,0.56,1.0,0.5,191.52422210945204,195.4492,40.382702495759496,16.16040000000001,4.96508513411309,2.916158131121546,0.8697692547548104,0.8799999999999999,208.30567243031422,208.75734851546747
Ames,2018,08-01,90,5,2.7585179945913403,1.0,historical_analogs,True,2,0.18417384427646266,0.011325018684384206,0.804501137039153,0.4,0.2,0.4,0.03606990516727735,0.26000000000000006,0.07226806638275639,0.56,1.0,0.5,136.4195710785079,168.82720000000003,140.8684209917502,54.62243999999994,4.916293313537801,2.882484040095674,0.8697692547548104,0.8799999999999999,158.78843507207796,186.67104356031462
Ames,2018,08-01,season,5,2.7585179945913403,1.0,historical_analogs,True,2,0.18417384427646266,0.011325018684384206,0.804501137039153,0.4,0.2,0.4,0.03606990516727735,0.26000000000000006,0.07226806638275639,0.56,1.0,0.5,228.20820851084133,226.97439999999997,119.84239424697898,43.29611999999996,4.916293313537801,2.882484040095674,0.8697692547548104,0.8799999999999999,249.75243435157574,245.168664797161
Ames,2018,08-15,30,5,2.6181700108568724,1.25,historical_analogs,True,2,0.7345405467960495,0.054155746080553666,0.21130370712339686,0.4,0.2,0.4,0.580795828642368,0.26000000000000006,1.1645245021182773,0.56,0.0,0.5,161.74152625303947,136.7268,14.6531695888742,17.944920000000007,8.628628445699121,3.0426635871639576,2.2762843098482755,0.47999999999999976,176.30496934074887,147.37047843707813
Ames,2018,08-15,60,5,2.6181700108568724,1.25,historical_analogs,True,2,0.7345405467960495,0.0001744981067979125,0.2652849550971526,0.4,0.2,0.4,0.5396780060470163,0.26000000000000006,1.0793560425436217,0.56,0.0,0.5,242.5543439590999,218.74360000000004,90.9008672927403,50.81508000000002,7.634202835768676,2.7896677922406945,2.2762843098482755,0.47999999999999976,267.42088551974126,238.07001628775612
Ames,2018,08-15,90,5,2.6181700108568724,1.25,historical_analogs,True,2,0.7345405467960495,0.0001744981067979125,0.2652849550971526,0.4,0.2,0.4,0.5396780060470163,0.26000000000000006,1.0793560425436217,0.56,0.0,0.5,199.45220484495783,167.71160000000003,140.17747653293347,72.32112000000004,7.634202835768676,2.7896677922406945,2.2762843098482755,0.47999999999999976,226.04910309625757,189.22223297725674
Ames,2018,08-15,season,5,2.6181700108568724,1.25,historical_analogs,True,2,0.7345405467960495,0.0001744981067979125,0.2652849550971526,0.4,0.2,0.4,0.5396780060470163,0.26000000000000006,1.0793560425436217,0.56,0.0,0.5,242.24728617077088,218.5708000000001,92.1752537732817,53.91360000000001,7.634202835768676,2.7896677922406945,2.2762843098482755,0.47999999999999976,267.20136238748984,238.20550331766557
