site,as_of,horizon,cases,seasons,mean_ess,rps,rps_clim,rpss,brier,brier_clim,bss,accuracy,accuracy_clim,crpss_precip_mm,crpss_gdd,crpss_kdd_29c,crpss_heat_days,crpss_water_deficit_mm
ALL,07-01,60,30,6,3.1,0.2629,0.228,-0.153,0.7893,0.68,-0.161,0.367,0.35,-0.048,-0.01,-0.175,-0.198,-0.05
ALL,07-01,90,30,6,3.1,0.2624,0.23,-0.141,0.7883,0.68,-0.159,0.367,0.35,-0.138,-0.049,-0.132,-0.155,-0.123
ALL,07-01,season,30,6,3.1,0.2624,0.23,-0.141,0.7883,0.68,-0.159,0.367,0.35,-0.157,-0.15,-0.125,-0.151,-0.14
ALL,07-15,30,30,6,3.3,0.2842,0.2333,-0.218,0.7438,0.6667,-0.116,0.4,0.367,-0.1,-0.019,0.043,-0.037,-0.091
ALL,07-15,60,30,6,3.3,0.281,0.2367,-0.187,0.7556,0.6533,-0.157,0.367,0.383,-0.009,-0.239,-0.134,-0.155,-0.001
ALL,07-15,90,30,6,3.3,0.2814,0.2367,-0.189,0.7599,0.6533,-0.163,0.367,0.383,-0.063,-0.203,-0.105,-0.142,-0.064
ALL,07-15,season,30,6,3.3,0.2814,0.2367,-0.189,0.7599,0.6533,-0.163,0.367,0.383,-0.064,-0.204,-0.105,-0.142,-0.067
ALL,08-01,30,30,6,3.0,0.199,0.2267,0.122,0.6696,0.6933,0.034,0.533,0.333,0.162,-0.082,-0.134,-0.21,0.116
ALL,08-01,60,30,6,3.0,0.2231,0.2267,0.016,0.7311,0.6933,-0.054,0.533,0.333,-0.018,-0.278,-0.046,-0.086,-0.032
ALL,08-01,90,30,6,3.0,0.2231,0.2267,0.016,0.7311,0.6933,-0.054,0.533,0.333,0.004,-0.268,-0.046,-0.091,-0.012
ALL,08-01,season,30,6,3.0,0.2231,0.2267,0.016,0.7311,0.6933,-0.054,0.533,0.333,-0.02,-0.247,-0.045,-0.091,-0.039
ALL,08-15,30,30,6,2.8,0.3457,0.2233,-0.548,0.9649,0.7067,-0.365,0.1,0.317,-0.058,-0.201,-0.286,-0.306,-0.067
ALL,08-15,60,30,6,2.8,0.3403,0.2233,-0.524,0.9452,0.7067,-0.338,0.1,0.317,-0.125,-0.253,-0.182,-0.238,-0.136
ALL,08-15,90,30,6,2.8,0.3403,0.2233,-0.524,0.9452,0.7067,-0.338,0.1,0.317,-0.221,-0.197,-0.179,-0.238,-0.23
ALL,08-15,season,30,6,2.8,0.3403,0.2233,-0.524,0.9452,0.7067,-0.338,0.1,0.317,-0.125,-0.26,-0.182,-0.238,-0.135
